name,company_number,jurisdiction_code,search_company_type,search_company_name,search_company_jurisdiction_code,search_company_country_code,search_company_company_number,search_company_country_name
"NIC SERVICES, LLC",440849-1512,pr,controlling_entity,"NIC Services, LLC",us_co,US,20061185396,United States of America
"JMS REBAR, INC.",440464-112,pr,controlling_entity,"JMS Rebar, Inc.",us_nc,US,1411820,United States of America
"APPLIED BUILDING SCIENCES, INC.",440175-112,pr,controlling_entity,"APPLIED BUILDING SCIENCES, INC.",us_sc,US,133738,United States of America
MUNAR MORTGAGE LLC,439980-1512,pr,controlling_entity,Munar Mortgage LLC,us_pa,US,4268330,United States of America
OPSOL INTEGRATORS INC.,439812-112,pr,controlling_entity,OPSOL INTEGRATORS INC.,us_ca,US,1897011,United States of America
WSP USA BUILDINGS INC.,439550-112,pr,controlling_entity,WSP USA BUILDINGS INC.,us_ny,US,24508,United States of America
"URS AGENTS, INC.",439149-112,pr,controlling_entity,URS AGENTS INC.,us_ca,US,3355755,United States of America
"AIRWALLEX US, LLC",438860-1512,pr,controlling_entity,"AIRWALLEX US, LLC",us_de,US,7083651,United States of America
LOOKS GREAT SERVICES PR LLC,438194-1512,pr,controlling_entity,LOOKS GREAT SERVICES PR LLC,us_ms,US,,United States of America
ASOLO L.L.C.,437785-1512,pr,controlling_entity,ASOLO LLC,us_de,US,6649563,United States of America
"DIALOGUEDIRECT, INC.",437251-112,pr,controlling_entity,"DIALOGUEDIRECT, INC.",us_de,US,3605634,United States of America
CLAYTON AIR AND HEATING INC.,436840-112,pr,controlling_entity,"CLAYTON AIR AND HEATING, INC.",us_fl,US,P05000052884,United States of America
"MICHAEL R. MCNULTY CENTER FOR VETERAN ENTREPENEURIAL ACTIVITY, INC.",436414-122,pr,controlling_entity,"MICHAEL R. MCNULTY CENTER FOR VETERAN ENTREPENEURIAL ACTIVITY, INC.",us_ny,US,,United States of America
CATALYST CAPITAL ADVISORS LLC,436223-1512,pr,controlling_entity,CATALYST CAPITAL ADVISORS LLC,us_ny,US,3310278,United States of America
SEA SOLAR LLC,435997-1512,pr,controlling_entity,"SEA SOLAR, LLC",us_de,US,7602269,United States of America
TIGERTAIL INVESTMENTS LLC,435658-1512,pr,controlling_entity,TIGERTAIL INVESTMENTS LLC,us_ca,US,199818810049,United States of America
"HIBISCUSPR 431, LLC",435326-1512,pr,controlling_entity,"HIBISCUSPR 431, LLC",us_de,US,7108237,United States of America
ORGANOGENESIS INC.,435108-112,pr,controlling_entity,ORGANOGENESIS INC.,us_de,US,2061206,United States of America
VIVRI USA LLC,434838-1512,pr,controlling_entity,"VIVRI USA, LLC",us_nv,US,E0230142016-6,United States of America
"ORANGE AMERICA GROUP, LLC",434332-1512,pr,controlling_entity,ORANGE AMERICA GROUP LLC,us_de,US,7451259,United States of America
CHARLES WILLIAMS BUSINESS GROUP LLC,434012-1512,pr,controlling_entity,"CHARLES WILLIAMS BUSINESS GROUP, LLC",us_fl,US,L14000059259,United States of America
CASTLE MORTGAGE CORPORATION,433651-112,pr,controlling_entity,CASTLE MORTGAGE CORPORATION,us_de,US,2088710,United States of America
SOUTHERN DISASTER RECOVERY LLC,433351-1512,pr,controlling_entity,SOUTHERN DISASTER RECOVERY LLC,us_sc,US,631738,United States of America
FIRST PALLADIUM LLC,433098-1512,pr,controlling_entity,"FIRST PALLADIUM, LLC",us_in,US,201707211205851,United States of America
"CBOE CLEAR DIGITAL, LLC",432736-1512,pr,controlling_entity,"ERIS CLEARING, LLC",us_de,US,6579164,United States of America
"BAKKT MARKETPLACE, LLC",432456-1512,pr,controlling_entity,"Bakkt Crypto Solutions, LLC",us_va,US,S8338982,United States of America
GILSBAR LIMITED LIABILITY COMPANY,432168-1512,pr,controlling_entity,"PERSONIFY HEALTH SOLUTIONS, LLC",us_la,US,24602800K,United States of America
"SUNNOVA RAYS I ISSUER, LLC",431921-1512,pr,controlling_entity,"SUNNOVA RAYS I ISSUER, LLC",us_de,US,7201168,United States of America
"AVENU SLS HOLDINGS, LLC",431647-1512,pr,controlling_entity,"AVENU SLS HOLDINGS, LLC",us_de,US,6896493,United States of America
NOVY INC.,431211-112,pr,controlling_entity,NOVY Inc.,us_al,US,000-048-513,United States of America
"URBANA RESORT MANAGEMENT, LLC",430891-1512,pr,controlling_entity,"URBANA RESORT MANAGEMENT, LLC",us_de,US,7516039,United States of America
COLLIERS SECURITIES LLC,430629-1512,pr,controlling_entity,DOUGHERTY & COMCANY LLC,us_mn,US,,United States of America
IMG REBEL ADVISORY INC.,430014-112,pr,controlling_entity,"IMG REBEL ADVISORY, INC.",us_de,US,5293820,United States of America
"PCC SUB-CDE 14, LLC",429493-1512,pr,controlling_entity,"PCC SUB-CDE 14, LLC",us_de,US,7424234,United States of America
"SUNSTONE PROPERTIES TRUST (PUERTO RICO COMMUNITY REVITALIZATION), LLC",429172-1512,pr,controlling_entity,"SUNSTONE PROPERTIES TRUST (PUERTO RICO COMMUNITY REVITALIZATION), LLC",us_de,US,6940371,United States of America
"DEPCOM POWER, INC.",428912-112,pr,controlling_entity,"DEPCOM POWER, INC.",us_de,US,5389305,United States of America
"WIGGINS AIRWAYS, INC.",428503-112,pr,controlling_entity,"WIGGINS AIRWAYS, INC.",us_nh,US,498216,United States of America
AMA CONSULTING GROUP L.L.C.,428213-1512,pr,controlling_entity,"AMA CONSULTING GROUP, LLC",us_fl,US,L15000198180,United States of America
TIBER PHSU LLC,427985-1512,pr,controlling_entity,TIBER PHSU LLC,us_de,US,7201571,United States of America
TX DIRECT LLC,427408-1512,pr,controlling_entity,"TX DIRECT, LLC",us_ny,US,2978969,United States of America
DUENMATT GROUP L.L.C.,426626-1512,pr,controlling_entity,"DUENMATT GROUP, LLC",us_fl,US,L14000167953,United States of America
"LELY NORTH AMERICA, INC.",426408-112,pr,controlling_entity,"LELY NORTH AMERICA, INC.",us_de,US,593130,United States of America
JRK CONTRACTORS CORP CORP.,426040-112,pr,controlling_entity,JRK CONTRACTORS CORP CORP.,us_fl,US,,United States of America
GC LEVA LLC,425679-1512,pr,controlling_entity,GC Leva LLC,us_wy,US,2019-000850020,United States of America
GEOGRAPHIC SOLUTIONS INC.,425448-112,pr,controlling_entity,"GEOGRAPHIC SOLUTIONS, INC.",us_fl,US,P94000001968,United States of America
TRANE PUERTO RICO LLC,4251-1531,pr,controlling_entity,TRANE PUERTO RICO LLC,us_de,US,616903,United States of America
TOPHATMONOCLE (US) CORP.,424776-112,pr,controlling_entity,TOPHATMONOCLE (US) CORP.,us_de,US,5096297,United States of America
"ABEL HR, INC.",424326-112,pr,controlling_entity,"ABEL HR, INC.",us_nj,US,0100513034,United States of America
"HC2 STATION GROUP, INC.",424140-112,pr,controlling_entity,"HC2 STATION GROUP, INC.",us_de,US,6568628,United States of America
NEZER LATIN AMERICA INCORPORATED,423838-112,pr,controlling_entity,NEZER LATIN AMERICA INCORPORATED,us_tx,US,,United States of America
"SOBI, INC.",423600-112,pr,controlling_entity,"SOBI, INC",us_de,US,5037658,United States of America
TRANSFORM SR OPERATIONS LLC,423318-1512,pr,controlling_entity,TRANSFORM SR OPERATIONS LLC,us_de,US,7249934,United States of America
QUALTEK RECOVERY LOGISTICS LLC,423028-1512,pr,controlling_entity,"RECOVERY LOGISTICS, LLC",us_de,US,7072282,United States of America
TRANSFORM SR PROTECTION (PR) LLC,422512-1512,pr,controlling_entity,TRANSFORM SR PROTECTION (PR) LLC,us_de,US,7260417,United States of America
"PONDERFUL, LLC",422191-1512,pr,controlling_entity,"PONDERFUL , LLC",us_fl,US,L13000141062,United States of America
"REDI-CC1, LLC",421794-1512,pr,controlling_entity,"REDI-CC1, LLC",us_de,US,6243571,United States of America
TEKNICOR USA INC.,421420-112,pr,controlling_entity,TEKNICOR USA INC.,us_de,US,5607645,United States of America
BENT ROD CORPORATION,421191-112,pr,controlling_entity,BENT ROD CORPORATION,us_de,US,4855536,United States of America
LITTLE SISTER PROPERTIES LLC,420691-1512,pr,controlling_entity,LITTLE SISTER PROPERTIES LLC,us_il,US,,United States of America
"HIBISCUSPR 51, LLC",420325-1512,pr,controlling_entity,"HIBISCUSPR 51, LLC",us_de,US,7110696,United States of America
STRATEGIC GROUP INTERNATIONAL LLC,420096-1512,pr,controlling_entity,"STRATEGIC GROUP INTERNATIONAL, LLC",us_ny,US,4185270,United States of America
CEX.IO CORP.,419784-112,pr,controlling_entity,CEX.IO CORP.,us_de,US,7064145,United States of America
LINK SNACKS INC.,419366-112,pr,controlling_entity,"LINK SNACKS, INC.",us_wi,US,C032662,United States of America
CETERIS PORTFOLIO SERVICES LLC,419096-1512,pr,controlling_entity,"CETERIS PORTFOLIO SERVICES, LLC",us_de,US,7087153,United States of America
"SULZER CHEMTECH USA, INC.",418788-112,pr,controlling_entity,"SULZER CHEMTECH USA, INC.",us_de,US,2823079,United States of America
RAIZNER LEE LLC,418339-1512,pr,controlling_entity,Raizner Lee PLLC,us_tx,US,0803084977,United States of America
INTERBLOCK USA L.L.C.,417955-1512,pr,controlling_entity,INTERBLOCK USA L.C.,us_nv,US,LLC5830-2002,United States of America
"WESTLAKE FLOORING COMPANY, LLC",417525-1512,pr,controlling_entity,"WESTLAKE FLOORING COMPANY, LLC",us_ca,US,201129810101,United States of America
LCPR VENTURES LLC,417222-1512,pr,controlling_entity,LCPR VENTURES LLC,us_de,US,3974460,United States of America
"NEIEP, LLC",416922-1512,pr,controlling_entity,"NEIEP, LLC",us_de,US,6606108,United States of America
CTF HOUSING L.L.C.,416528-1512,pr,controlling_entity,CTF HOUSING LLC,us_de,US,7066252,United States of America
KINUM INC CORPORATION,416245-112,pr,controlling_entity,KINUM INC CORPORATION,us_va,US,,United States of America
FHS PROPERTIES LLC,415898-1512,pr,controlling_entity,FHS PROPERTIES LLC,us_nj,US,0600453415,United States of America
"BLUE SKY TOWERS II, LLC",415426-1512,pr,controlling_entity,"BLUE SKY TOWERS II, LLC",us_de,US,6588300,United States of America
REAL HIT MEDIA INC.,415128-112,pr,controlling_entity,REAL HIT MEDIA INC.,us_ny,US,3764649,United States of America
KIRA FACILITIES MAINTENANCE LLC,414858-1512,pr,controlling_entity,KIRA FACILITIES MAINTENANCE LLC,us_ak,US,,United States of America
"PENN POWER GROUP, LLC",414432-1512,pr,controlling_entity,Penn Power Group LLC,us_pa,US,3659794,United States of America
MLF PR LLC,414269-1512,pr,controlling_entity,"MLF PR, LLC",us_tx,US,0803064513,United States of America
"PLANSOURCE ADMINISTRATIVE SERVICES, INC.",413833-112,pr,controlling_entity,"PLANSOURCE ADMINISTRATIVE SERVICES, INC.",us_fl,US,P00000112166,United States of America
"MADRID CONSULTING, LLC",413712-1512,pr,controlling_entity,"Madrid Consulting, LLC",us_al,US,000-482-449,United States of America
"BITTREX, INC.",413125-112,pr,controlling_entity,"BITTREX, INC.",us_de,US,6092401,United States of America
TRAFFIC SAFETY SOLUTIONS GROUP,413-122,pr,controlling_entity,TRAFFIC SAFETY SOLUTIONS GROUP A NJ NONPROFIT CORPORATION,us_nj,US,0400190611,United States of America
"PURE EDGE, INC.",412765-122,pr,controlling_entity,"PURE EDGE, INC.",us_ca,US,3411553,United States of America
"TRINET HR I, INC.",412538-112,pr,controlling_entity,"TRINET HR I, INC.",us_ok,US,1900511121,United States of America
SOURCEPOINT INC.,412160-112,pr,controlling_entity,"SOURCEPOINT, INC.",us_de,US,3031235,United States of America
"CASH REGISTER SERVICES, INC.",411974-112,pr,controlling_entity,"CASH REGISTER SERVICES, INC.",us_tx,US,0121384700,United States of America
"TWINS & MARTIN EQUIPMENT, CORP.",411536-112,pr,controlling_entity,"TWINS & MARTIN EQUIPMENT, CORP.",us_fl,US,P04000021248,United States of America
KEYSTONE EXPERTS AND ENGINEERS LLC,411201-1512,pr,controlling_entity,"Keystone Experts and Engineers, LLC",us_co,US,20151264672,United States of America
THE CORE NATURALS L.L.C.,410979-1512,pr,controlling_entity,THE CORE NATURALS LLC,us_de,US,6900276,United States of America
"BERGMANN ARCHITECTURAL ASSOCIATES, INC.",410699-112,pr,controlling_entity,BERGMANN ARCHITECTURAL ASSOCIATES INC.,us_pa,US,2548258,United States of America
CORDIA DEVELOPMENT LLC,410226-1512,pr,controlling_entity,THERMAL INFRASTRUCTURE DEVELOPMENT LLC,us_de,US,6898347,United States of America
"GROVERTON INSURANCE AGENCY, LLC",409976-1512,pr,controlling_entity,"GROVERTON AGENCY, LLC",us_de,US,,United States of America
MARC3 LLC,409654-1512,pr,controlling_entity,MARC3 LLC,us_tx,US,,United States of America
PROJECT GIVEBACK INC.,409093-122,pr,controlling_entity,PROJECT GIVEBACK INC,us_fl,US,N18000002072,United States of America
SOUTHWEST STAGE FUNDING LLC,408756-1512,pr,controlling_entity,"SOUTHWEST STAGE FUNDING, LLC",us_az,US,L09901171,United States of America
EMPIRE PUBLIC ADJUSTERS INC.,408408-112,pr,controlling_entity,"Empire Public Adjusters, Inc.",us_tx,US,0801177678,United States of America
"R.L. YOUNG, INC.",408186-112,pr,controlling_entity,"R.L. YOUNG, INC.",us_nv,US,E0063652013-1,United States of America
MCKAYPEPPER L.L.C.,407752-1512,pr,controlling_entity,"McKayPepper, LLC",us_tn,US,000954968,United States of America
PUERTO RICO RISES CORP.,407422-122,pr,controlling_entity,"PUERTO RICO RISES, CORP",us_fl,US,N17000009610,United States of America
TEN LAS ESTANCIAS LLC,407257-1512,pr,controlling_entity,TEN LAS ESTANCIAS LLC,us_de,US,6815859,United States of America
THE RAND CORPORATION,407171-122,pr,controlling_entity,THE RAND CORPORATION,us_ca,US,0227537,United States of America
AMERICAN CONSERVATION EXPERIENCE CORPORATION,406983-122,pr,controlling_entity,AMERICAN CONSERVATION EXPERIENCE,us_az,US,10919855,United States of America
"MATO CONSTRUCTION AND RESTORATION, LIMITED LIABILITY COMPANY",406614-1512,pr,controlling_entity,"MATO CONSTRUCTION & RESTORATION, L.L.C.",us_fl,US,L17000223213,United States of America
ATC GROUP SERVICES LLC,406337-1512,pr,controlling_entity,ATC GROUP SERVICES LLC,us_de,US,2146186,United States of America
"THE LEMOINE COMPANY, L.L.C.",406032-1512,pr,controlling_entity,"THE LEMOINE COMPANY, L.L.C.",us_la,US,34504729K,United States of America
"UHS BH TELEPSYCH, LLC",405824-1512,pr,controlling_entity,"UHS BH TELEPSYCH, LLC",us_de,US,5892512,United States of America
"EPLATA USA, LLC",405482-1512,pr,controlling_entity,"EPLATA USA, LLC",us_il,US,LLC_05898935,United States of America
"LOOKS GREAT SERVICES OF MS, INC.",405169-112,pr,controlling_entity,"LOOKS GREAT SERVICES OF MS, INC.",us_ms,US,974285,United States of America
GREEN EQUIPMENT MANUFACTURING LLC,404934-1512,pr,controlling_entity,GREEN EQUIPMENT MANUFACTURING LLC,us_oh,US,1949801,United States of America
"NEXTIVA, INC.",404444-112,pr,controlling_entity,"NEXTIVA, INC.",us_az,US,13410107,United States of America
THE COMMUNITY DEVELOPMENT VENTURE CAPITAL ALLIANCE,403981-122,pr,controlling_entity,The Community Development Venture Capital Alliance,us_mn,US,eab63792-9ed4-e011-a886-001ec94ffe7f,United States of America
R-PHARM US LIMITED LIABILITY COMPANY,403374-1512,pr,controlling_entity,R-PHARM US LLC.,us_de,US,5481023,United States of America
EUREKA ENRICHMENT SERVICES INCORPORATED,403123-122,pr,controlling_entity,"EUREKA ENRICHMENT SERVICES, INC.",us_fl,US,N17000002822,United States of America
"DND CONSTRUCTION SERVICES, L.L.C.",402815-1512,pr,controlling_entity,"DND CONSTRUCTION SERVICES, LLC",us_ct,US,1232986,United States of America
CHAPLAINS IN ACTION INC.,402694-122,pr,controlling_entity,CHAPLAINS IN ACTION INC.,us_tx,US,,United States of America
NEIGHBORHOOD PUBLIC ADJUSTERS OF SAN JUAN LLC,402457-1511,pr,controlling_entity,NEIGHBORHOOD PUBLIC ADJUSTERS OF SAN JUAN LLC,us_fl,US,,United States of America
"CONTINENTAL ADJUSTERS, INC.",402196-112,pr,controlling_entity,"SMDM Holdings, Inc.",us_tx,US,0154178600,United States of America
"VEM-DE, LLC",401988-1512,pr,controlling_entity,"VEM-DE, LLC",us_de,US,6598971,United States of America
"ADJUSTERS INTERNATIONAL PUERTO RICO, LLC",401833-1512,pr,controlling_entity,"ADJUSTERS INTERNATIONAL PUERTO RICO, LLC",us_de,US,6600467,United States of America
"APTIM FEDERAL SERVICES, LLC",401541-1512,pr,controlling_entity,"APTIM FEDERAL SERVICES, LLC",us_la,US,35256513K,United States of America
CULEBRA VENTURES LLC,401392-1512,pr,controlling_entity,"Culebra Ventures, LLC",us_ky,US,0945942,United States of America
YOUNG ADJUSTMENT COMPANY INC.,401260-112,pr,controlling_entity,"YOUNG ADJUSTMENT COMPANY, INC.",us_pa,US,1024761,United States of America
"PCC SUB-CDE V, LLC",401020-1512,pr,controlling_entity,"PCC SUB-CDE V, LLC",us_de,US,6542523,United States of America
"WRIGHT TREE SERVICE, INC.",400915-112,pr,controlling_entity,"WRIGHT TREE SERVICE, INC.",us_ia,US,044551,United States of America
"PCC SUB-CDE VII, LLC",400854-1512,pr,controlling_entity,"PCC SUB-CDE VII, LLC",us_de,US,6542500,United States of America
PAE PROFESSIONAL SERVICES LLC,400755-1512,pr,controlling_entity,PAE PROFESSIONAL SERVICES LLC,us_va,US,S6547642,United States of America
"THE FUSCO GROUP PARTNERS, INC.",400551-112,pr,controlling_entity,"THE FUSCO GROUP PARTNERS, INC.",us_ny,US,3587850,United States of America
SPECIAL RESPONSE CORPORATION,400391-112,pr,controlling_entity,SPECIAL RESPONSE CORPORATION,us_md,US,D02117760,United States of America
"CUSTOMER COMMERCIAL FINANCE, LLC",399993-1512,pr,controlling_entity,"CUSTOMER COMMERCIAL FINANCE, LLC",us_pa,US,,United States of America
"SPECIALTY RISK SERVICES, LLC",398362-1512,pr,controlling_entity,"SPECIALTY RISK SERVICES, LLC",us_de,US,2256795,United States of America
"APPLIED RESEARCH ASSOCIATES, INC.",397767-112,pr,controlling_entity,"APPLIED RESEARCH ASSOCIATES, INC.",us_nm,US,1041284,United States of America
"CORE V SOLUTIONS, INC.",396925-112,pr,controlling_entity,"Core V Solutions, Inc.",us_tx,US,0800347248,United States of America
"PARTNERS FOR COMMUNITY, INC.",396-122,pr,controlling_entity,"PARTNERS FOR COMMUNITY, INC.",us_ma,US,043397486,United States of America
INDUSTRIAL CONNECTIONS & SOLUTIONS LLC,395355-1512,pr,controlling_entity,INDUSTRIAL CONNECTIONS & SOLUTIONS LLC,us_de,US,6387505,United States of America
CASA DE CRYSTAL LLC,394835-1512,pr,controlling_entity,"CASA DE CRYSTAL, LLC",us_mi,US,802070492,United States of America
"APSI-CENTERRA JV, LLC",394302-1512,pr,controlling_entity,"APSI-Centerra JV, LLC",us_ak,US,10039362,United States of America
ECOTU CULEBRA LLC,393973-1512,pr,controlling_entity,ECOTU CULEBRA LLC,us_nj,US,0450148622,United States of America
"ETHICON ENDO-SURGERY, LLC",393529-1512,pr,controlling_entity,"ETHICON ENDO-SURGERY, LLC",us_de,US,6264157,United States of America
ONEDIGITAL INVESTMENT ADVISORS LLC,393071-112,pr,controlling_entity,"RESOURCES INVESTMENT ADVISORS, INC.",us_mo,US,00303063,United States of America
"HIGHWAY TOLL ADMINISTRATION, LLC",392640-1512,pr,controlling_entity,"HIGHWAY TOLL ADMINISTATION, LLC",us_ny,US,,United States of America
PELI BIOTHERMAL LLC,392213-1512,pr,controlling_entity,PELICAN BIOTHERMAL LLC,us_de,US,5245415,United States of America
"SUNNOVA SAP I, LLC",391706-1512,pr,controlling_entity,"SUNNOVA SAP I, LLC",us_de,US,6302485,United States of America
"CAYO LARGO LAND, LLC",391-1532,pr,controlling_entity,"CAYO LARGO LAND, LLC",us_de,US,4314330,United States of America
DIGITAL AIRWARE LLC,390620-1512,pr,controlling_entity,"Digital Airware, LLC",us_nc,US,1184722,United States of America
"ARCADIA SETTLEMENTS GROUP, INC.",389907-112,pr,controlling_entity,"ARCADIA SETTLEMENTS GROUP, INC.",us_ca,US,1534795,United States of America
TPH HOLDINGS LLC,389550-1512,pr,controlling_entity,TPH HOLDINGS LLC,us_de,US,,United States of America
CONFEDERACION PANAMERICANA SOFTBALL INC.,388987-122,pr,controlling_entity,"CONFEDERACION PANAMERICANA SOFTBALL, INC.",us_fl,US,N14000010851,United States of America
"B.H. CENTRO INTERNACIONAL, LLC",388692-1512,pr,controlling_entity,"B.H. CENTRO INTERNACIONAL, LLC",us_ca,US,201634310317,United States of America
SHISEIDO AMERICAS CORPORATION,387334-112,pr,controlling_entity,SHISEIDO AMERICAS CORPORATION,us_de,US,2169261,United States of America
