grantee,registration_index,corp_name,status_es,match_type
Cortelco Systems PR Inc.,102887-111,"CORTELCO SYSTEMS PUERTO RICO, INC.",ACTIVA,search_aprobado
Multiventas y Servicios PR Inc.,97542-111,"MULTIVENTAS Y SERVICIOS DE PONCE, INC.",ACTIVA,search_aprobado
Hi Tech Brake Manufacturing Co Inc,68553-111,"HI-TEC BRAKE MANUFACTURING CO., INC.",ACTIVA,search_aprobado
Rama Logistic Corp,126259-111,RAMA LOGISTIC CORPORATION,ACTIVA,search_aprobado
Energy & Power Engineering Serv,151091-1011,"ENERGY & POWER ENGINEERING SERVICES, INC.",CANCELADA,search_aprobado
Steel Services and Supplies Inc.,67043-111,"STEEL SERVICES & SUPPLIES, INC.",ACTIVA,search_aprobado
Inversiones del Caribe,151897-111,INVERSIONES DEL CARIBE INC.,CANCELADA,search_aprobado
National Ceramics Corp,35160-111,NATIONAL CERAMICS CORPORATION,CANCELADA,search_aprobado
Jorge Luis Medina Ramirez,109188-111,"JORGE MEDINA DISTRIBUTORS, INC.",CANCELADA,search_aprobado
Sweet Valley Inc.,128237-1011,SWEET VALLEY STORE INC.,CANCELADA,search_aprobado
Casco Sales Company,9087-111,"CASCO SALES AGENCY, INC.",CANCELADA,search_aprobado
OFW Mobelfabrik Inc.,68410-111,"OFW, INC.",CANCELADA,search_aprobado
Caribbean Engineering & Technologies Inc.,100867-111,"CARIBBEAN ENGINEERING AND TECHNOLOGIES, INC.",ACTIVA,search_aprobado
CUSTOM MANUFACTURING CORP.,353483-111,CUSTOM MANUFACTURING  CORP.,ACTIVA,search_aprobado
PR LABELS AND MORE INC,162798-111,PR LABELS & MORE INC.,ACTIVA,search_aprobado
"RMG PROPERTIES, CORP.",104887-111,RMG PROPERTIES CORPORATION,ACTIVA,search_aprobado
RMG Properties Corp,104887-111,RMG PROPERTIES CORPORATION,ACTIVA,search_aprobado
"CLINICAL RESEARCH PR,INC.",79588-111,"CLINICAL RESEARCH P.R., INC.",ACTIVA,search_aprobado
MICRON Technology PR Inc.,133165-111,"MICRON TECHNOLOGY PUERTO RICO, INC.",DISUELTA,search_aprobado
"WIRELESS IDEA MANAGEMENT GROUP, INC.",132472-1011,WIRELESS IDEA CORPORATION,CANCELADA,search_aprobado
"ROVIRA FOODS, INC",11265-111,ROVIRA FOODS INCORPORATED,ACTIVA,search_aprobado
"L.S. QUILTING, INC.",62307-111,"L & S QUILTING, INC.",ACTIVA,search_aprobado
"PUERTO RICO WORLD TREATING INDUSTRIES, INC.",5374-111,"WOOD TREATING INDUSTRIES,INC.",CANCELADA,search_aprobado
"Outsourcing Solutions, Inc.",395806-111,OUTSOURCING SOLUTION INC.,DISUELTA,search_aprobado
"ABBOTT HEALTHCARE PR, LTD",15571-112,ABBOTT HEALTHCARE (PUERTO RICO) LTD.,ACTIVA,search_aprobado
Best Quality Top Mfg,64485-111,BEST QUALITY TOP M.F.G. INC.,CANCELADA,search_aprobado
Mova Pharmaceutical Corp,433388-111,MOVA CORP.,CANCELADA,search_aprobado
MRP Sales and MFG Inc.,130183-111,M.R.P. SALES & MFG INC.,DISUELTA,search_aprobado
DSS LLC,174234-111,DSS INC.,CANCELADA,search_aprobado
UNIVERSAL CONTAINER CORP,49713-111,UNIVERSAL CONTAINER CORPORATION,DISUELTA,search_aprobado
NET PRO INC,88496-111,"PRO NET, INC.",CANCELADA,search_aprobado
ENGINEERING PRECAST CORPORATION,162428-111,ENGINEERING PRECAST CORP.,ACTIVA,search_aprobado
Carlos Rodríguez d/b/d Tropical Products,26229-111,CARLOS J. RODRIGUEZ,CANCELADA,search_aprobado
San Mar Manufacturing,122984-111,"SAN MAR MANUFACTURING,CORP.",ACTIVA,search_aprobado
Structural Steel Mfg,65119-111,"STRUCTURAL STEEL MANUFACTURING, INC.",ACTIVA,search_aprobado
DIAL MANAGEMENT CORPORATION,204089-111,DIAL MANAGEMENT CORP.,ACTIVA,search_aprobado
"LENSCRAFTERS INTENATIONAL, INC. PUERTO RICO",8095-112,"LENSCRAFTERS INTERNATIONAL, INC.",FUSIONADA,search_aprobado
Plastex Corporation,46469-111,PLASTEX COORPORATION,ACTIVA,search_aprobado
Sager Corp,98076-111,SAGER CORPORATION,FUSIONADA,search_aprobado
Sylar Corp,79090-111,SYLAR CORPORATION,CANCELADA,search_aprobado
KALICO CORPORATION,133337-111,KALICO CORP.,CANCELADA,search_aprobado
Rexam Specialty,64548-111,REXAM CORP.,CANCELADA,search_aprobado
Ecolift Corp,103690-111,ECOLIFT CORPORATION,ACTIVA,search_aprobado
ALUMASTER CORPORATION,26062-111,ALUMASTER CORP.,ACTIVA,search_aprobado
"TOPERBEE, INC.",55036-111,TOPERBEE CORPORATION,ACTIVA,search_aprobado
"CARAPEVA, INC.(CENTRAL INDUSTRIAL SERVICES, INC.)",174875-111,CARAPEVA LLC,ACTIVA,search_aprobado
ERTEC-PSC INC,184-711,ERTEC LLC,ACTIVA,search_aprobado
"PRSOFT, INC.",85944-111,"PRSOFT, LLC",ACTIVA,search_aprobado
CHRISTIAN GUEX MOREL,38577-111,"GUEX TOOLING, INC.",ACTIVA,search_aprobado
"INTELUTIONS, INC.",143373-111,INTELUTIONS LLC,ACTIVA,search_aprobado
Robric Corporation,104281-111,"ROBRIC, CORP.",ACTIVA,search_aprobado
GARCINOX CORPORATION ,137274-111,"GARCINOX, CORP.",ACTIVA,search_aprobado
Procesadora Campofresco,305655-111,"CAMPOFRESCO, CORP.",ACTIVA,search_aprobado
"Carapeva, Inc.",174875-111,CARAPEVA LLC,ACTIVA,search_aprobado
Industrias Vasallo Inc.,6740-111,"VASALLO, INC.",CANCELADA,search_aprobado
"DP PROPERTIES/POWER PARTS, INC.",412559-1511,DP PROPERTIES LLC,CANCELADA,search_aprobado
Excelerate Energy LP,1468-1532,"EXCELERATE ENERGY PUERTO RICO, LLC",RETIRADA,search_aprobado
Nazareno Enterprise Services,92349-111,NAZARENO ENTERPRISES AND SERVICES LLC,ACTIVA,search_aprobado
"ENGINEERED PARTS & SERVICES, INC.",53289-111,"ENGINEERED PARTS AND SERVICES, INC.",ACTIVA,search_aprobado
TEXACO INDUSTRIES INC,1760-112,TEXACO PETROLEUM INDUSTRIES INC.,DISUELTA,search_aprobado
MARXUACH AND LONGO INC,344561-1511,MARXUACH L.L.C.,ACTIVA,search_aprobado
NEPTUNO MEDIA INC,78848-111,"NEPTUNO, INC.",CANCELADA,search_aprobado
Meadwestvaco healthcare,553-1532,"MEADWESTVACO HEALTHCARE PACKAGING PUERTO RICO, LLC",RETIRADA,search_aprobado
Puerto Rico Industrial Commercial Hodling LLC,502034-1511,PUERTO RICO COMMERCIAL & INDUSTRIAL ENTERPRISE LLC,ACTIVA,search_aprobado
The Cake Factor and Store Inc,197530-1011,THE CAKE FACTORY AND STORE INC.,CANCELADA,search_aprobado
DAR International Ser Inc,121677-111,"DAR INTERNATIONAL SERVICES, INC.",ACTIVA,search_aprobado
DAR INTERNATIONAL,121677-111,"DAR INTERNATIONAL SERVICES, INC.",ACTIVA,search_aprobado
Fast Steel Corp,82832-111,"FAST STEEL, CORPORATION",CANCELADA,search_aprobado
"Mursy's, Aluminium LLC",415069-1511,MURSY'S ALUMINUM LLC,ACTIVA,search_aprobado
"ORTIZ KITCHEN MFG., INC.",91414-111,"ORTIZ KITCHEN MANUFACTURING, INC.",ACTIVA,search_aprobado
"QUALITY MEATS,CORP",72115-111,"QUALITY MEAT DISTRIBUTORS, CORP.",CANCELADA,search_aprobado
FOOD PROCESSING CORPORATION,44855-111,INTERNATIONAL FOOD PROCESSING CORPORATION,CANCELADA,search_aprobado
Alcan Packaging PR Inc.,142026-1011,"PR PACKAGING, INC.",CONVERSIÓN,search_aprobado
Madelux Int,92616-111,"MADELUX INTERNATIONAL, INC.",CANCELADA,search_aprobado
E-NABLER CORP.,115704-111,E-NABLER CORPORATION,ACTIVA,search_aprobado
E-Nabler Corp,115704-111,E-NABLER CORPORATION,ACTIVA,search_aprobado
"MICROJURIS.COM, INC",72077-111,MICROJURIS. COM INCORPORATED,ACTIVA,search_aprobado
Caribe general Electric,40372-111,"GENERAL ELECTRIC DEL CARIBE, INC.",CANCELADA,search_aprobado
"E-CYCLING PUERTO RICO , INC",182302-1011,"E-CYCLING PUERTO RICO, INC.",ACTIVA,search_aprobado
"CARVAJAL EDUCACION, INC. (ANTES DISTRIBUIDORA NORMA, INC.)",11549-111,"F. CARVAJAL, INC.",CANCELADA,search_aprobado
Sucesión Juan E hernández,21152-111,"JUAN E. HERNANDEZ, INC.",ACTIVA,search_aprobado
Validation & Engineering,100483-111,"VALIDATION & ENGINEERING GROUP, INC.",ACTIVA,search_aprobado
Congar Int Corp,6388-112,CONGAR INTERNATIONAL CORP.,CANCELADA,search_aprobado
"INTEGRA NEUROSCIENCES PR, INC.",36216-111,"NEUROSCIENCES, INC.",CANCELADA,search_aprobado
ENVIRONMENTAL MANAGEMENT SERVICES CORP,59164-111,"ENVIRONMENTAL MANAGEMENT SERVICES, INC.",CANCELADA,search_aprobado
Century Trading Corporation,179317-111,CENTURY TRADING CORP.,ACTIVA,search_aprobado
General Fashion Corp,6805-112,GENERAL FASHIONS CORP.,DISUELTA,search_aprobado
American Paper Corporation,51639-111,AMERICAN PAPER CORP.,ACTIVA,search_aprobado
"ICI PAINTS (PR), INC",102397-111,"ICI, INC.",CANCELADA,search_aprobado
GUAYNABO RECYCLING CORPORATION,128325-111,GUAYNABO RECYCLING CORP.,ACTIVA,search_aprobado
Bacardi Caribbean Corp,557-112,BACARDI CORPORATION,ACTIVA,search_aprobado
"ECOELÉCTRICA, LP",388935-1511,ECOELECTRICA LLC,ACTIVA,search_aprobado
SOLERA CARIBE INC,160851-111,"SOLERAS INDUSTRIAL, INC.",ACTIVA,search_aprobado
Ecolab Mfg,65040-111,"ECOLAB MANUFACTURING, INC.",CANCELADA,search_aprobado
Hershey PR,184714-111,"HERSHEY CARIBE, INC.",ACTIVA,search_aprobado
Ecoelectrica,388935-1511,ECOELECTRICA LLC,ACTIVA,search_aprobado
Optivon Inc,37166-111,OPTIVON LLC,FUSIONADA,search_aprobado
"Elmendorf Colors, Inc.",4976-111,"ELMENDORF GRAFICA, INC.",CANCELADA,search_aprobado
HORIZON MANAGEMENT CORPORATION,188889-111,"NEW HORIZON MANAGEMENT, INC.",CANCELADA,search_aprobado
PUERTO RICO LABELS ,49815-111,"GENERAL LABELS OF PUERTO RICO, INC.",CANCELADA,search_aprobado
Isaac Nieves Rios,207485-111,UNIQUE ACADEMY BY ISAAC NIEVES CORP.,CANCELADA,search_aprobado
AT&T MOBILITY PUERTO RICO INC,67659-111,"MOBILITY OF PUERTO RICO, INC.",CANCELADA,search_aprobado
Total Petroleum Puerto Rico Corp,198553-111,"TOTAL PETROLEUM DE DORADO,CORP.",CANCELADA,search_aprobado
VF Aluminium Corp,6884-112,"VF, INC.",CANCELADA,search_aprobado
"AAG Recycling, Inc.",524533-1511,AAG LLC,ACTIVA,search_aprobado
"RIMCO, INC.",49333-111,RIMCO LLC,ACTIVA,search_aprobado
Rimco Inc.,132322-111,"RIMCO CARIBBEAN, INC.",FUSIONADA,search_aprobado
Henkel PR Inc.,10413-112,"HENKELS AND MCCOY, INC.",CANCELADA,search_aprobado
Sampol PR LLC,140718-111,"FREDDY SAMPOLL, INC.",ACTIVA,search_aprobado
"MAR-CO INDUSTRIES, CORP.",127808-111,MAR CO INDUSTRIES CORP.,ACTIVA,search_aprobado
GM Security Technologies Inc.,469377-111,GM SECURITY CORP.,CANCELADA,search_aprobado
STRATEGIC CONSULTANTS INTERNATIONAL LLC,117770-111,THE STRATEGIC CONSULTING INC.,CANCELADA,search_aprobado
Puma Energy Caribe LLC,15-113,PUMA ENERGY SERVICES (LATAM) S.A. INC.,ACTIVA,search_aprobado
"PUMA ENERGY CARIBE, LLC",15-113,PUMA ENERGY SERVICES (LATAM) S.A. INC.,ACTIVA,search_aprobado
"Caribe Water Techonology, Inc.",100532-111,"CARIB WATER, INC.",CANCELADA,search_aprobado
Surgical Specialties PR Inc,118579-111,"SURGICAL SPECIALTIES PUERTO RICO, INC.",DISUELTA,search_aprobado
BeaconMD Tehcnology LLC ,375098-1511,BEACONMD GROUP LLC,DISUELTA,search_aprobado
SUZUKI DEL CARIBE INC,56582-111,"SUZUKI DEL CENTRO, INC.",DISUELTA,search_aprobado
Suzuki del Caribe Inc.,56582-111,"SUZUKI DEL CENTRO, INC.",DISUELTA,search_aprobado
"PAPELERA PUERTORIQUEÑA, INC.",70990-111,"PAPELERA CENTRAL, INC.",CANCELADA,search_aprobado
James Olsen,16294-111,"OLSEN SALES, INC.",CANCELADA,search_aprobado
PT Computer Distributors Inc.,57008-111,"COMPUTER DISTRIBUTORS, INC.",ACTIVA,search_aprobado
ENVIROMETAL QUALITY LABORATORIES INC,51933-111,"ENVIRONMENTAL QUALITY LABORATORIES, INC.",ACTIVA,search_aprobado
CREATIVE TACTILE SOLUTIONS,116565-111,"CRERATIVE TACTILE SOLUTIONS OF PUERTO RICO, INC.",CANCELADA,search_aprobado
International Construction Solution,97951-111,"INTERNATIONAL CONSTRUCTION SOLUTIONS, INC.",CANCELADA,search_aprobado
"Seaborne Puerto Rico, LLC",524038-1511,SEABORNE MANUFACTURING LLC,ACTIVA,search_aprobado
Nephesh Company,154548-111,NEPHESH WOOD RECYCLING INC.,CANCELADA,search_aprobado
Olimac Mfg Corp,34176-111,OLIMAC MANUFACTURING CORPORATION,ACTIVA,search_aprobado
Symmetricom PR Ltd,6671-112,"SYMMETRICOM PUERTO RICO, LTD",DISUELTA,search_aprobado
"AMBROSIANI HERMANOS, INC.",2510-111,AMBROSIANI HNOS. INCORPORADO,CANCELADA,search_aprobado
"Fusionworks, Inc.",184255-111,FUSIONWORKS INTERNATIONAL INCORPORATED,CANCELADA,search_aprobado
"CCI CARIBBEAN IMPORTERS, LLC",101497-111,INTER CCI INC.,CANCELADA,search_aprobado
"POP @ YOUR NEEDS, Corp.",88578-111,POP CORP.,CANCELADA,search_aprobado
GT CORP,306184-111,"GT3, CORP.",DISUELTA,search_aprobado
GT Corp.,306184-111,"GT3, CORP.",DISUELTA,search_aprobado
Associates International Holdings Corp,407634-1511,INTERNATIONAL HOLDINGS & ASSOCIATES LLC,ACTIVA,search_aprobado
"Remaches de P.R., Inc.",75394-111,"REMACHES DE PUERTO RICO, INC.",ACTIVA,search_aprobado
EL CAMPO DEVELOPMENTCORPORATION,394686-1011,EL CAMPO INC.,DISUELTA,search_aprobado
Monaco Biomedical & Environmental,84990-111,"MO-NA-CO BIOMEDICAL & ENVIRONMENTAL, CORP.",ACTIVA,search_aprobado
Rico Muebles Mfg,40728-111,"MUEBLES RICO, INC.",CANCELADA,search_aprobado
ALPHA REALTY CORP.,135473-1011,"ALPHA OMEGA REALTY, CORP.",CANCELADA,search_aprobado
Humberto Ugobono Inc.,339574-1511,EMPRESAS UGOBONO LLC,ACTIVA,search_aprobado
Global bakery Corp,162995-111,GLOBAL BAKERY CORPORATION,CANCELADA,search_aprobado
"Miramar Services, LLC",399810-1511,MIRAMAR SERVICES  LLC,ACTIVA,search_aprobado
"MM MANUFACTURING, LLC",394730-1011,MM & MM INC.,CANCELADA,search_aprobado
ESB PR Corp,1922-112,ESB PUERTO RICO CORP.,ACTIVA,search_aprobado
"Quality Consulting Group, Inc",126962-111,"QUALITY FINANCIAL CONSULTING GROUP, INC.",CANCELADA,search_aprobado
BDO Puerto Rico,90-812,BDO USA CORP.,ACTIVA,search_aprobado
Schnitzer PR Inc.,113646-111,"SCHNITZER PUERTO RICO, INC",ACTIVA,search_aprobado
UNIVERSAL MANUFACTURING CORP.,88152-111,UNIVERSAL MANUFACTURING LLC,ACTIVA,search_aprobado
UNIVERSAL MANUFACTURING CORPORATION,88152-111,UNIVERSAL MANUFACTURING LLC,ACTIVA,search_aprobado
"General Investment, SE",958-1531,SE INVESTMENTS LLC,CANCELADA,search_aprobado
Quintana Quintana Corp.,9628-111,QUINTANA QUINTANA CORPORATION,CANCELADA,search_aprobado
Impressos Emmanuelli Inc.,794-711,"BUFETE EMMANUELLI, C.S.P.",ACTIVA,search_aprobado
ANTONIO ARCHILLA BATISTA,68827-111,"FARMACIA ARCHILLA, INC.",CANCELADA,search_aprobado
Antonio Archilla Batista,68827-111,"FARMACIA ARCHILLA, INC.",CANCELADA,search_aprobado
"FLORIDA TURBINA PR, LLC",84-1531,"FLORIDA TURBINE PR, LLC",ACTIVA,search_aprobado
JC Automation Corp.,146199-1011,"J C AUTOMATION, CORP.",ACTIVA,search_aprobado
Merial Barceloneta LLC,3-812,MERIAL (IA) LLP,EXPIRADA,search_aprobado
Green International Corp,336744-111,INTERNATIONAL GREEN RECYCLING  CORP.,CANCELADA,search_aprobado
"Distribuidora Norma, Inc.",3670-111,"NORMA ENTERPRISES, INC.",CANCELADA,search_aprobado
Caribbean Communications,93082-111,"PRIME CARIBBEAN COMMUNICATIONS, INC.",CANCELADA,search_aprobado
"Quality Windows & Doors, Inc.",417566-111,QUALITY DOORS AND WINDOWS  INC.,,search_aprobado
